emotion_name,review
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
shame,Customer care ko call karte hue embarrass feel hua
anger,"Product defective nikla, totally unacceptable"
shame,"Logo ne mazak udaya, feel hua regret"
surprise,"Process bohot smooth tha, amazed ho gaya"
sadness,"Itna wait karke bhi cancel kar diya, dil se udaas ho gaya"
shame,Review likhte hue bhi awkward lag raha hai
sadness,"Quality expected jaisi nahi thi, bura laga"
fear,Fake product milne ka fear rehta hai
neutral,"Delivery time par hui, average service"
sadness,"Seller ne galat item bhej diya, dil dukha"
shame,"Logo ne mazak udaya, feel hua regret"
anger,"Refund ke liye itna wait karna pada, frustrating experience"
shame,Is product ko recommend karna bhi awkward hai
joy,"Delivery perfectly on time, awesome service"
shame,"Friends ke saamne product fail ho gaya, embarrassing"
joy,"Product bahut accha tha, main khush ho gaya"
surprise,"Itni kam price me itna accha product, unbelievable"
anger,"Customer care bilkul bakwas tha, koi help nahi mili"
disgust,Mujhe laga kisi ne pehle use karke bheja hai
neutral,"Mujhe koi issue nahi hua, but not impressive"
fear,"First time order kar raha tha, nervous tha"
shame,Itna cheap product order karke sharam aayi
disgust,"Product dekh ke ghin aa gayi, bilkul cheap quality"
surprise,"Free gift mila, totally unexpected"
surprise,"Discount itna bada tha, believe nahi hua"
fear,Online order karte hue hamesha darr lagta hai
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
neutral,"Experience neutral tha, na acha na bura"
disgust,"Product dekh ke ghin aa gayi, bilkul cheap quality"
disgust,"Product dirty tha, safai zero thi"
neutral,"Product theek tha, kuch khaas nahi"
shame,"Logo ne mazak udaya, feel hua regret"
disgust,"Quality pathetic thi, waste of money"
neutral,"Product theek tha, kuch khaas nahi"
surprise,App ka interface modern aur sleek laga
disgust,Customer care ka behavior disgusting tha
neutral,"Experience neutral tha, na acha na bura"
sadness,Mujhe lagta hai ye mera worst purchase tha
shame,Is product ko recommend karna bhi awkward hai
anger,"Refund ke liye itna wait karna pada, frustrating experience"
fear,Mujhe laga product duplicate niklega
neutral,"Mujhe koi issue nahi hua, but not impressive"
neutral,App ka interface okay okay tha
anger,"Delivery bahut late aayi, literally irritate kar diya"
sadness,"Service slow thi, mann kharab ho gaya"
shame,"App me galti se review post ho gaya, shameful moment"
neutral,"Delivery time par hui, average service"
disgust,"Product dirty tha, safai zero thi"
joy,"Quality ekdum top-notch thi, paisa vasool deal"
disgust,"Food item stale tha, bilkul bakwas"
anger,"Seller ne galat product bheja, ghussa aa gaya"
neutral,"Experience neutral tha, na acha na bura"
neutral,App ka interface okay okay tha
disgust,"Parcel kholte hi bad smell aayi, disgusting experience"
anger,"Packaging toot gayi thi, bohot gussa aaya"
shame,Return karte hue awkward feel hua
disgust,"Food item stale tha, bilkul bakwas"
surprise,"Free gift mila, totally unexpected"
surprise,"Itni kam price me itna accha product, unbelievable"
disgust,"Product dirty tha, safai zero thi"
joy,App ka overall experience kaafi smooth aur satisfying tha
joy,Discount mil gaya toh aur bhi khushi hui
anger,"Seller ne galat product bheja, ghussa aa gaya"
neutral,"Product theek tha, kuch khaas nahi"
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
neutral,Kuch special nahi tha isme
sadness,Product photo jaisa bilkul nahi tha
neutral,"Experience neutral tha, na acha na bura"
neutral,App ka interface okay okay tha
disgust,"Product dekh ke ghin aa gayi, bilkul cheap quality"
shame,"Logo ne mazak udaya, feel hua regret"
neutral,"Customer care thik tha, nothing extraordinary"
shame,Customer care ko call karte hue embarrass feel hua
surprise,Review ke hisaab se zyada accha nikla
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
disgust,"Product dekh ke ghin aa gayi, bilkul cheap quality"
shame,"Logo ne mazak udaya, feel hua regret"
shame,Product use karte hue sharam aayi
disgust,"Smell itni kharab thi, use nahi kar paya"
surprise,"Packaging kaafi premium thi, wow feel hua"
fear,Online order karte hue hamesha darr lagta hai
surprise,Product quality dekh kar pleasantly surprised hua
neutral,App ka interface okay okay tha
disgust,"Parcel kholte hi bad smell aayi, disgusting experience"
anger,"Replacement process itna slow tha, patience test ho gaya"
shame,"Lagta hai maine galat decision liya, stupid lag raha hai"
neutral,"Service sahi thi, par kuch khas nahi"
disgust,"Product dirty tha, safai zero thi"
disgust,"Food item stale tha, bilkul bakwas"
surprise,"Itni kam price me itna accha product, unbelievable"
fear,Mujhe fraud hone ka doubt tha
surprise,"Free gift mila, totally unexpected"
disgust,Mujhe laga kisi ne pehle use karke bheja hai
shame,Return karte hue awkward feel hua
joy,App ka overall experience kaafi smooth aur satisfying tha
disgust,"Quality pathetic thi, waste of money"
anger,Mujhe laga company fraud kar rahi hai
disgust,Customer care ka behavior disgusting tha
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
joy,Packaging dekh kar ek alag si khushi hui
shame,Customer care ko call karte hue embarrass feel hua
sadness,"Itna wait karke bhi cancel kar diya, dil se udaas ho gaya"
sadness,"Bahut disappoint hua is order se, waste of money"
anger,"Packaging toot gayi thi, bohot gussa aaya"
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
sadness,"Seller ne galat item bhej diya, dil dukha"
fear,Online order karte hue hamesha darr lagta hai
anger,"Delivery bahut late aayi, literally irritate kar diya"
anger,"Product defective nikla, totally unacceptable"
fear,Fake product milne ka fear rehta hai
sadness,"Itna wait karke bhi cancel kar diya, dil se udaas ho gaya"
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
anger,"Delivery bahut late aayi, literally irritate kar diya"
sadness,"Item broken aaya, dil toot gaya"
shame,"Lagta hai maine galat decision liya, stupid lag raha hai"
joy,App ka overall experience kaafi smooth aur satisfying tha
neutral,"Customer care thik tha, nothing extraordinary"
anger,"Replacement process itna slow tha, patience test ho gaya"
shame,"App me galti se review post ho gaya, shameful moment"
fear,Online order karte hue hamesha darr lagta hai
shame,Itna cheap product order karke sharam aayi
disgust,Mujhe laga kisi ne pehle use karke bheja hai
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
joy,"Customer support cooperative tha, appreciate karta hoon"
joy,Packaging dekh kar ek alag si khushi hui
joy,Packaging dekh kar ek alag si khushi hui
sadness,Mujhe lagta hai ye mera worst purchase tha
surprise,"Free gift mila, totally unexpected"
joy,"Customer support cooperative tha, appreciate karta hoon"
joy,"Bohot achha laga ye purchase, value for money"
disgust,"Food item stale tha, bilkul bakwas"
shame,Itna cheap product order karke sharam aayi
sadness,"Seller ne galat item bhej diya, dil dukha"
joy,"Quality ekdum top-notch thi, paisa vasool deal"
neutral,"Customer care thik tha, nothing extraordinary"
neutral,"Experience neutral tha, na acha na bura"
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
neutral,"Customer care thik tha, nothing extraordinary"
neutral,"Product theek tha, kuch khaas nahi"
neutral,"Delivery time par hui, average service"
fear,"Payment stuck ho gaya tha, panic ho gaya"
sadness,"Bahut disappoint hua is order se, waste of money"
fear,"Return process risky lag raha tha, trust nahi hua"
neutral,"Mujhe koi issue nahi hua, but not impressive"
fear,"Transaction fail hone ka darr tha, tension ho gayi"
disgust,"Smell itni kharab thi, use nahi kar paya"
joy,"Bohot achha laga ye purchase, value for money"
disgust,Mujhe laga kisi ne pehle use karke bheja hai
shame,Itna cheap product order karke sharam aayi
surprise,"Delivery boy polite tha, nice gesture"
surprise,"Free gift mila, totally unexpected"
sadness,"Customer care ne ignore kar diya, bura laga"
sadness,"Customer care ne ignore kar diya, bura laga"
sadness,"Customer care ne ignore kar diya, bura laga"
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
fear,Online order karte hue hamesha darr lagta hai
sadness,"Seller ne galat item bhej diya, dil dukha"
shame,Return karte hue awkward feel hua
disgust,Fake reviews dekh ke aur bhi ghin aayi
anger,"Packaging toot gayi thi, bohot gussa aaya"
shame,"Lagta hai maine galat decision liya, stupid lag raha hai"
shame,"Logo ne mazak udaya, feel hua regret"
surprise,"Itna fast deliver hua, shock lag gaya"
disgust,"Product dekh ke ghin aa gayi, bilkul cheap quality"
anger,"Packaging toot gayi thi, bohot gussa aaya"
neutral,"Customer care thik tha, nothing extraordinary"
fear,"Payment stuck ho gaya tha, panic ho gaya"
fear,"First time order kar raha tha, nervous tha"
neutral,"Product theek tha, kuch khaas nahi"
joy,"Quality ekdum top-notch thi, paisa vasool deal"
sadness,Product photo jaisa bilkul nahi tha
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
sadness,Product photo jaisa bilkul nahi tha
sadness,"Service slow thi, mann kharab ho gaya"
fear,"App hack hone ka darr laga, risky laga"
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
joy,"Quality ekdum top-notch thi, paisa vasool deal"
surprise,"Itna fast deliver hua, shock lag gaya"
sadness,Product photo jaisa bilkul nahi tha
neutral,Product thoda better ho sakta tha
disgust,Customer care ka behavior disgusting tha
surprise,"Itni kam price me itna accha product, unbelievable"
disgust,Mujhe laga kisi ne pehle use karke bheja hai
surprise,"Packaging kaafi premium thi, wow feel hua"
sadness,"Seller ne galat item bhej diya, dil dukha"
shame,"Friends ke saamne product fail ho gaya, embarrassing"
fear,Mujhe laga product duplicate niklega
fear,Fake product milne ka fear rehta hai
shame,Customer care ko call karte hue embarrass feel hua
surprise,Review ke hisaab se zyada accha nikla
fear,"Return process risky lag raha tha, trust nahi hua"
sadness,"Quality expected jaisi nahi thi, bura laga"
anger,"Service pathetic thi, zero satisfaction"
anger,"App baar baar crash ho raha tha, time waste ho gaya"
fear,Online order karte hue hamesha darr lagta hai
neutral,"Service sahi thi, par kuch khas nahi"
anger,"Product defective nikla, totally unacceptable"
anger,"Refund ke liye itna wait karna pada, frustrating experience"
joy,"Delivery perfectly on time, awesome service"
anger,"Packaging toot gayi thi, bohot gussa aaya"
neutral,App ka interface okay okay tha
disgust,"Parcel kholte hi bad smell aayi, disgusting experience"
fear,"Transaction fail hone ka darr tha, tension ho gayi"
anger,Mujhe laga company fraud kar rahi hai
anger,"Refund ke liye itna wait karna pada, frustrating experience"
joy,"Product bahut accha tha, main khush ho gaya"
shame,Product use karte hue sharam aayi
sadness,"Customer care ne ignore kar diya, bura laga"
joy,"Quality ekdum top-notch thi, paisa vasool deal"
joy,"Delivery perfectly on time, awesome service"
disgust,"Product dekh ke ghin aa gayi, bilkul cheap quality"
sadness,"Itna wait karke bhi cancel kar diya, dil se udaas ho gaya"
neutral,App ka interface okay okay tha
neutral,"Product theek tha, kuch khaas nahi"
disgust,Fake reviews dekh ke aur bhi ghin aayi
fear,"Payment stuck ho gaya tha, panic ho gaya"
surprise,"Delivery boy polite tha, nice gesture"
fear,Online order karte hue hamesha darr lagta hai
sadness,"Itna wait karke bhi cancel kar diya, dil se udaas ho gaya"
shame,"Friends ke saamne product fail ho gaya, embarrassing"
surprise,"Free gift mila, totally unexpected"
anger,"Service pathetic thi, zero satisfaction"
disgust,"Food item stale tha, bilkul bakwas"
surprise,"Itna fast deliver hua, shock lag gaya"
sadness,Mujhe lagta hai ye mera worst purchase tha
surprise,"Discount itna bada tha, believe nahi hua"
fear,Mujhe laga product duplicate niklega
neutral,Kuch special nahi tha isme
anger,"Service pathetic thi, zero satisfaction"
disgust,"Product dekh ke ghin aa gayi, bilkul cheap quality"
joy,App ka overall experience kaafi smooth aur satisfying tha
neutral,"Service sahi thi, par kuch khas nahi"
joy,"Bohot achha laga ye purchase, value for money"
disgust,"Product dirty tha, safai zero thi"
joy,"Product bahut accha tha, main khush ho gaya"
shame,Is product ko recommend karna bhi awkward hai
surprise,"Itna fast deliver hua, shock lag gaya"
surprise,"Itna fast deliver hua, shock lag gaya"
fear,"App hack hone ka darr laga, risky laga"
anger,"Delivery bahut late aayi, literally irritate kar diya"
joy,"Product bahut accha tha, main khush ho gaya"
fear,"Return process risky lag raha tha, trust nahi hua"
disgust,"Food item stale tha, bilkul bakwas"
surprise,"Itni kam price me itna accha product, unbelievable"
fear,"Transaction fail hone ka darr tha, tension ho gayi"
fear,"Transaction fail hone ka darr tha, tension ho gayi"
anger,"Product defective nikla, totally unacceptable"
surprise,Product quality dekh kar pleasantly surprised hua
anger,"Packaging toot gayi thi, bohot gussa aaya"
surprise,"Process bohot smooth tha, amazed ho gaya"
shame,"Lagta hai maine galat decision liya, stupid lag raha hai"
anger,"App baar baar crash ho raha tha, time waste ho gaya"
anger,"Packaging toot gayi thi, bohot gussa aaya"
surprise,"Packaging kaafi premium thi, wow feel hua"
neutral,"Customer care thik tha, nothing extraordinary"
shame,Review likhte hue bhi awkward lag raha hai
sadness,"Seller ne galat item bhej diya, dil dukha"
shame,Return karte hue awkward feel hua
sadness,"Bahut disappoint hua is order se, waste of money"
sadness,"Quality expected jaisi nahi thi, bura laga"
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
surprise,Review ke hisaab se zyada accha nikla
fear,"App hack hone ka darr laga, risky laga"
neutral,"Customer care thik tha, nothing extraordinary"
sadness,"Bahut disappoint hua is order se, waste of money"
surprise,"Process bohot smooth tha, amazed ho gaya"
shame,Is product ko recommend karna bhi awkward hai
neutral,Overall fine experience
neutral,"Customer care thik tha, nothing extraordinary"
sadness,Mujhe lagta hai ye mera worst purchase tha
sadness,"Service slow thi, mann kharab ho gaya"
disgust,"Quality pathetic thi, waste of money"
sadness,"Customer care ne ignore kar diya, bura laga"
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
sadness,Product photo jaisa bilkul nahi tha
fear,Fake product milne ka fear rehta hai
neutral,App ka interface okay okay tha
joy,"Service ne dil jeet liya, seriously impressive"
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
neutral,"Service sahi thi, par kuch khas nahi"
fear,"Return process risky lag raha tha, trust nahi hua"
fear,Online order karte hue hamesha darr lagta hai
disgust,Customer care ka behavior disgusting tha
anger,"Customer care bilkul bakwas tha, koi help nahi mili"
joy,Discount mil gaya toh aur bhi khushi hui
surprise,"Delivery boy polite tha, nice gesture"
shame,Is product ko recommend karna bhi awkward hai
shame,"App me galti se review post ho gaya, shameful moment"
anger,Mujhe laga company fraud kar rahi hai
joy,"Delivery perfectly on time, awesome service"
neutral,Product thoda better ho sakta tha
joy,Packaging dekh kar ek alag si khushi hui
anger,"Replacement process itna slow tha, patience test ho gaya"
disgust,"Food item stale tha, bilkul bakwas"
sadness,"Item broken aaya, dil toot gaya"
shame,Is product ko recommend karna bhi awkward hai
sadness,"Bahut disappoint hua is order se, waste of money"
surprise,"Free gift mila, totally unexpected"
fear,"Payment stuck ho gaya tha, panic ho gaya"
neutral,"Experience neutral tha, na acha na bura"
sadness,"Service slow thi, mann kharab ho gaya"
sadness,"Customer care ne ignore kar diya, bura laga"
disgust,"Product dirty tha, safai zero thi"
joy,"Delivery perfectly on time, awesome service"
fear,"Transaction fail hone ka darr tha, tension ho gayi"
anger,"Service pathetic thi, zero satisfaction"
shame,Itna cheap product order karke sharam aayi
disgust,"Product dirty tha, safai zero thi"
neutral,"Mujhe koi issue nahi hua, but not impressive"
anger,Mujhe laga company fraud kar rahi hai
shame,"Lagta hai maine galat decision liya, stupid lag raha hai"
disgust,Fake reviews dekh ke aur bhi ghin aayi
disgust,Customer care ka behavior disgusting tha
joy,"Customer support cooperative tha, appreciate karta hoon"
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
anger,"Product defective nikla, totally unacceptable"
surprise,Review ke hisaab se zyada accha nikla
shame,Customer care ko call karte hue embarrass feel hua
anger,"Replacement process itna slow tha, patience test ho gaya"
joy,"Service ne dil jeet liya, seriously impressive"
anger,"Customer care bilkul bakwas tha, koi help nahi mili"
disgust,"Parcel kholte hi bad smell aayi, disgusting experience"
sadness,Product photo jaisa bilkul nahi tha
surprise,"Process bohot smooth tha, amazed ho gaya"
anger,Mujhe laga company fraud kar rahi hai
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
neutral,"Product theek tha, kuch khaas nahi"
disgust,"Parcel kholte hi bad smell aayi, disgusting experience"
anger,"Seller ne galat product bheja, ghussa aa gaya"
neutral,"Delivery time par hui, average service"
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
sadness,Product photo jaisa bilkul nahi tha
joy,"Service ne dil jeet liya, seriously impressive"
neutral,Overall fine experience
sadness,"Service slow thi, mann kharab ho gaya"
joy,"Product bahut accha tha, main khush ho gaya"
disgust,"Quality pathetic thi, waste of money"
shame,"App me galti se review post ho gaya, shameful moment"
disgust,"Parcel kholte hi bad smell aayi, disgusting experience"
fear,Online order karte hue hamesha darr lagta hai
neutral,"Experience neutral tha, na acha na bura"
neutral,Product thoda better ho sakta tha
shame,"Logo ne mazak udaya, feel hua regret"
anger,"Packaging toot gayi thi, bohot gussa aaya"
neutral,"Delivery time par hui, average service"
surprise,"Free gift mila, totally unexpected"
anger,"Packaging toot gayi thi, bohot gussa aaya"
shame,"App me galti se review post ho gaya, shameful moment"
fear,"First time order kar raha tha, nervous tha"
anger,"Refund ke liye itna wait karna pada, frustrating experience"
fear,Mujhe laga product duplicate niklega
surprise,"Free gift mila, totally unexpected"
surprise,"Packaging kaafi premium thi, wow feel hua"
shame,"Logo ne mazak udaya, feel hua regret"
joy,"Service ne dil jeet liya, seriously impressive"
fear,"First time order kar raha tha, nervous tha"
sadness,"Seller ne galat item bhej diya, dil dukha"
fear,Mujhe fraud hone ka doubt tha
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
fear,"First time order kar raha tha, nervous tha"
disgust,"Parcel kholte hi bad smell aayi, disgusting experience"
joy,Discount mil gaya toh aur bhi khushi hui
surprise,"Itni kam price me itna accha product, unbelievable"
shame,"Friends ke saamne product fail ho gaya, embarrassing"
neutral,Overall fine experience
surprise,"Free gift mila, totally unexpected"
fear,"Return process risky lag raha tha, trust nahi hua"
anger,Mujhe laga company fraud kar rahi hai
anger,"Product defective nikla, totally unacceptable"
joy,"Bohot achha laga ye purchase, value for money"
neutral,"Mujhe koi issue nahi hua, but not impressive"
neutral,App ka interface okay okay tha
joy,"Service ne dil jeet liya, seriously impressive"
neutral,App ka interface okay okay tha
anger,"Replacement process itna slow tha, patience test ho gaya"
neutral,App ka interface okay okay tha
fear,Delivery boy se thoda insecure feel hua
fear,Mujhe laga product duplicate niklega
shame,Is product ko recommend karna bhi awkward hai
surprise,"Process bohot smooth tha, amazed ho gaya"
anger,"Refund ke liye itna wait karna pada, frustrating experience"
anger,"Seller ne galat product bheja, ghussa aa gaya"
fear,Delivery boy se thoda insecure feel hua
surprise,Review ke hisaab se zyada accha nikla
disgust,"Quality pathetic thi, waste of money"
fear,Online order karte hue hamesha darr lagta hai
neutral,"Delivery time par hui, average service"
surprise,"Itni kam price me itna accha product, unbelievable"
surprise,Product quality dekh kar pleasantly surprised hua
surprise,"Itni kam price me itna accha product, unbelievable"
sadness,"Itna wait karke bhi cancel kar diya, dil se udaas ho gaya"
disgust,Fake reviews dekh ke aur bhi ghin aayi
fear,Fake product milne ka fear rehta hai
sadness,"Customer care ne ignore kar diya, bura laga"
neutral,"Experience neutral tha, na acha na bura"
neutral,"Service sahi thi, par kuch khas nahi"
sadness,"Service slow thi, mann kharab ho gaya"
sadness,"Bahut disappoint hua is order se, waste of money"
shame,Product use karte hue sharam aayi
neutral,"Mujhe koi issue nahi hua, but not impressive"
fear,"Transaction fail hone ka darr tha, tension ho gayi"
surprise,"Discount itna bada tha, believe nahi hua"
neutral,Overall fine experience
neutral,Product thoda better ho sakta tha
surprise,"Packaging kaafi premium thi, wow feel hua"
disgust,"Smell itni kharab thi, use nahi kar paya"
sadness,Product photo jaisa bilkul nahi tha
disgust,Customer care ka behavior disgusting tha
anger,"Replacement process itna slow tha, patience test ho gaya"
joy,"Bohot achha laga ye purchase, value for money"
sadness,"Quality expected jaisi nahi thi, bura laga"
fear,"Return process risky lag raha tha, trust nahi hua"
joy,Packaging dekh kar ek alag si khushi hui
sadness,"Itna wait karke bhi cancel kar diya, dil se udaas ho gaya"
anger,"Delivery bahut late aayi, literally irritate kar diya"
joy,Discount mil gaya toh aur bhi khushi hui
neutral,Kuch special nahi tha isme
sadness,Product photo jaisa bilkul nahi tha
fear,Mujhe laga product duplicate niklega
joy,App ka overall experience kaafi smooth aur satisfying tha
joy,"Quality ekdum top-notch thi, paisa vasool deal"
disgust,Fake reviews dekh ke aur bhi ghin aayi
surprise,"Delivery boy polite tha, nice gesture"
disgust,"Product dirty tha, safai zero thi"
shame,Review likhte hue bhi awkward lag raha hai
surprise,App ka interface modern aur sleek laga
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
fear,"Return process risky lag raha tha, trust nahi hua"
surprise,"Packaging kaafi premium thi, wow feel hua"
neutral,"Product theek tha, kuch khaas nahi"
joy,App ka overall experience kaafi smooth aur satisfying tha
anger,"App baar baar crash ho raha tha, time waste ho gaya"
neutral,"Service sahi thi, par kuch khas nahi"
joy,"Product bahut accha tha, main khush ho gaya"
fear,Online order karte hue hamesha darr lagta hai
surprise,"Packaging kaafi premium thi, wow feel hua"
neutral,"Customer care thik tha, nothing extraordinary"
anger,"Service pathetic thi, zero satisfaction"
surprise,Review ke hisaab se zyada accha nikla
anger,"Delivery bahut late aayi, literally irritate kar diya"
surprise,"Free gift mila, totally unexpected"
joy,App ka overall experience kaafi smooth aur satisfying tha
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
fear,"App hack hone ka darr laga, risky laga"
anger,"Packaging toot gayi thi, bohot gussa aaya"
anger,"Service pathetic thi, zero satisfaction"
surprise,"Free gift mila, totally unexpected"
surprise,"Discount itna bada tha, believe nahi hua"
surprise,App ka interface modern aur sleek laga
joy,"Service ne dil jeet liya, seriously impressive"
surprise,"Itna fast deliver hua, shock lag gaya"
fear,Mujhe fraud hone ka doubt tha
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
shame,"Lagta hai maine galat decision liya, stupid lag raha hai"
sadness,"Quality expected jaisi nahi thi, bura laga"
fear,Fake product milne ka fear rehta hai
disgust,"Quality pathetic thi, waste of money"
anger,"Refund ke liye itna wait karna pada, frustrating experience"
joy,"Service ne dil jeet liya, seriously impressive"
shame,Product use karte hue sharam aayi
joy,Discount mil gaya toh aur bhi khushi hui
surprise,"Discount itna bada tha, believe nahi hua"
anger,"Delivery bahut late aayi, literally irritate kar diya"
disgust,"Parcel kholte hi bad smell aayi, disgusting experience"
surprise,Product quality dekh kar pleasantly surprised hua
disgust,Mujhe laga kisi ne pehle use karke bheja hai
shame,Review likhte hue bhi awkward lag raha hai
disgust,Customer care ka behavior disgusting tha
neutral,"Delivery time par hui, average service"
sadness,"Item broken aaya, dil toot gaya"
disgust,"Product dirty tha, safai zero thi"
shame,Is product ko recommend karna bhi awkward hai
surprise,"Free gift mila, totally unexpected"
anger,Mujhe laga company fraud kar rahi hai
disgust,"Product dirty tha, safai zero thi"
shame,"Logo ne mazak udaya, feel hua regret"
sadness,"Customer care ne ignore kar diya, bura laga"
disgust,Customer care ka behavior disgusting tha
sadness,"Seller ne galat item bhej diya, dil dukha"
disgust,Fake reviews dekh ke aur bhi ghin aayi
shame,Customer care ko call karte hue embarrass feel hua
disgust,"Product dirty tha, safai zero thi"
shame,"App me galti se review post ho gaya, shameful moment"
joy,App ka overall experience kaafi smooth aur satisfying tha
anger,"App baar baar crash ho raha tha, time waste ho gaya"
neutral,Overall fine experience
sadness,"Seller ne galat item bhej diya, dil dukha"
fear,Mujhe fraud hone ka doubt tha
shame,Return karte hue awkward feel hua
joy,Discount mil gaya toh aur bhi khushi hui
joy,Discount mil gaya toh aur bhi khushi hui
sadness,"Itna wait karke bhi cancel kar diya, dil se udaas ho gaya"
joy,"Service ne dil jeet liya, seriously impressive"
shame,Product use karte hue sharam aayi
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
sadness,"Quality expected jaisi nahi thi, bura laga"
sadness,"Customer care ne ignore kar diya, bura laga"
fear,"Transaction fail hone ka darr tha, tension ho gayi"
sadness,"Itna wait karke bhi cancel kar diya, dil se udaas ho gaya"
shame,Review likhte hue bhi awkward lag raha hai
anger,"Service pathetic thi, zero satisfaction"
sadness,"Customer care ne ignore kar diya, bura laga"
joy,"Delivery perfectly on time, awesome service"
sadness,"Bahut disappoint hua is order se, waste of money"
neutral,"Service sahi thi, par kuch khas nahi"
anger,"App baar baar crash ho raha tha, time waste ho gaya"
fear,Mujhe fraud hone ka doubt tha
neutral,"Experience neutral tha, na acha na bura"
shame,Review likhte hue bhi awkward lag raha hai
anger,"Service pathetic thi, zero satisfaction"
joy,"Itna accha product expect nahi kiya tha, pleasantly surprised"
shame,Review likhte hue bhi awkward lag raha hai
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
surprise,"Free gift mila, totally unexpected"
neutral,"Delivery time par hui, average service"
anger,"Refund ke liye itna wait karna pada, frustrating experience"
neutral,Kuch special nahi tha isme
disgust,"Smell itni kharab thi, use nahi kar paya"
anger,"App baar baar crash ho raha tha, time waste ho gaya"
shame,Return karte hue awkward feel hua
fear,Online order karte hue hamesha darr lagta hai
disgust,Customer care ka behavior disgusting tha
surprise,"Itna fast deliver hua, shock lag gaya"
surprise,"Itni kam price me itna accha product, unbelievable"
joy,Packaging dekh kar ek alag si khushi hui
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
shame,Customer care ko call karte hue embarrass feel hua
joy,"Product bahut accha tha, main khush ho gaya"
sadness,Product photo jaisa bilkul nahi tha
disgust,"Food item stale tha, bilkul bakwas"
shame,Customer care ko call karte hue embarrass feel hua
disgust,Mujhe laga kisi ne pehle use karke bheja hai
shame,"Logo ne mazak udaya, feel hua regret"
joy,"Delivery perfectly on time, awesome service"
sadness,"Seller ne galat item bhej diya, dil dukha"
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
surprise,"Itni kam price me itna accha product, unbelievable"
surprise,"Discount itna bada tha, believe nahi hua"
shame,Customer care ko call karte hue embarrass feel hua
sadness,"Item broken aaya, dil toot gaya"
joy,"Service ne dil jeet liya, seriously impressive"
sadness,"Refund abhi tak nahi mila, sad feel ho raha hai"
fear,"Return process risky lag raha tha, trust nahi hua"
surprise,"Delivery boy polite tha, nice gesture"
anger,"Replacement process itna slow tha, patience test ho gaya"
fear,Mujhe laga product duplicate niklega
shame,"Friends ke saamne product fail ho gaya, embarrassing"
joy,"Bohot achha laga ye purchase, value for money"
fear,"Return process risky lag raha tha, trust nahi hua"
fear,"Return process risky lag raha tha, trust nahi hua"
surprise,"Packaging kaafi premium thi, wow feel hua"
neutral,"Mujhe koi issue nahi hua, but not impressive"
fear,"App hack hone ka darr laga, risky laga"
fear,"Payment stuck ho gaya tha, panic ho gaya"
disgust,"Packaging sticky thi, bilkul pasand nahi aaya"
anger,"Service pathetic thi, zero satisfaction"
shame,Is product ko recommend karna bhi awkward hai
neutral,"Mujhe koi issue nahi hua, but not impressive"
joy,"Product bahut accha tha, main khush ho gaya"
disgust,"Smell itni kharab thi, use nahi kar paya"
anger,Mujhe laga company fraud kar rahi hai
sadness,"Customer care ne ignore kar diya, bura laga"
sadness,"Quality expected jaisi nahi thi, bura laga"
disgust,"Quality pathetic thi, waste of money"
sadness,"Quality expected jaisi nahi thi, bura laga"
neutral,"Delivery time par hui, average service"
joy,"Customer support cooperative tha, appreciate karta hoon"
fear,"First time order kar raha tha, nervous tha"
sadness,"Customer care ne ignore kar diya, bura laga"
anger,"Seller ne galat product bheja, ghussa aa gaya"
disgust,"Quality pathetic thi, waste of money"
sadness,Mujhe lagta hai ye mera worst purchase tha
anger,"Service pathetic thi, zero satisfaction"
joy,"Service ne dil jeet liya, seriously impressive"
neutral,Overall fine experience
anger,"Packaging toot gayi thi, bohot gussa aaya"
fear,Mujhe laga product duplicate niklega
disgust,"Food item stale tha, bilkul bakwas"
neutral,Kuch special nahi tha isme
